"","event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","FID","geometry"
"1721","KEN11313","2023-03-16",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",1,"Daily Nation (Kenya)","National","ON 16 MARCH 2023, UNKNOWN ASSAILANTS (DESCRIBED AS BANDITS) SHOT DEAD TWO HERDERS BEFORE MAKING AWAY WITH UNKNOWN NUMBER OF LIVESTOCK IN MARSABIT FOREST (SAKU, MARSABIT).",2,"",1680542328,76,c(37.983, 2.333)
"1736","KEN11139","2023-03-15",2023,2,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","PASTORALISTS (KENYA)",6,"","",0,60,"",404,"Eastern Africa","Kenya","Lamu","Lamu West","Witu","Witu",2,"Star (Kenya)","National","AROUND 15 MARCH 2023 (AS REPORTED), A SECTION OF PASTORALISTS PROTESTED AGAINST THE LACK OF SPEED BUMPS ON THE LAMU-WITU-GARSEN ROAD (CODED AS WITU, LAMU WEST, LAMU) FOLLOWING INCREASED ACCIDENTS. LED BY THE LAMU PASTORALIST COMMUNITY SPOKESPERSON, THE GROUP DEMANDED THAT THE KENYA NATIONAL HIGHWAYS AUTHORITY (KENHA) ERECT PERMANENT SPEED BUMPS ON THE ROAD.",0,"crowd size=no report",1679360328,77,c(40.4382, -2.3889)
"1763","KEN11125","2023-03-14",2023,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Burat","Burat",2,"Daily Nation (Kenya)","National","ON 14 MARCH 2023, SUSPECTED SAMBURU MILITIA (DESCRIBED AS COMING FROM NEIGHBORING SAMBURU COUNTY) SHOT DEAD TWO HERDERS BEFORE MAKING AWAY WITH HUNDREDS OF CAMELS AT A GRAZING FIELD IN LMD IN BURAT WARD (CODED AS BURAT, ISIOLO, ISIOLO). SECURITY OFFICERS LATER RECOVERED MOST OF THE CAMELS.",2,"",1679360328,78,c(37.4419, 0.4271)
"1764","KEN11130","2023-03-14",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","AL SHABAAB","",2,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,27,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera East","Arabia","Lafey",2,"Star (Kenya)","National","ON 14 MARCH 2023, A SUSPECTED AL SHABAAB EXPLOSIVE DEVICE DETONATED, INJURING A HERDER IN THE QOMBISO AREA OF MANDERA EAST (CODED AS LAFEY, MANDERA EAST, MANDERA) AFTER THE HERDER TINKERED WITH IT.",0,"",1679360328,79,c(41.5814, 3.6704)
"1784","KEN11101","2023-03-13",2023,1,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Loosuk","Pura",2,"NTV (Kenya); Star (Kenya)","New media-National","SECURITY MEASURES: ON 13 MARCH 2023, THE GOVERNMENT BANNED LOW-ALTITUDE FLIGHTS IN SELECTED AREAS OF BARINGO, LAIKIPIA, TURKANA AND SAMBURU COUNTIES (CODED AS PURA, SAMBURU CENTRAL, SAMBURU), WITH THE EXEMPTION OF AIRCRAFTS TAKING PART IN THE ONGOING SECURITY OPERATION TO FLUSH OUT PASTORAL MILITIA.",0,"",1679360328,80,c(36.5278, 1.13)
"1809","KEN11098","2023-03-12",2023,1,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Laikipia","Laikipia North","Mugogodo West","Mukogodo",2,"NTV (Kenya); Star (Kenya)","New media-National","SECURITY MEASURES: ON 12 MARCH 2023, THE GOVERNMENT GAVE THE RESIDENTS OF MUKOGODO FOREST; KAMWENJE, WARERO, AND NDONYORIWO; LEKURUKI HILLS, LOSOS, AND KIAPE CAVES AND SIEKU VALLEY IN LAIKIPIA COUNTY, A 24-HOUR ULTIMATUM TO VACATE THE AREAS (CODED AS MUKOGODO LAIKIPIA NORTH, LAIKIPIA), AHEAD OF THE SECOND PHASE OF THE SECURITY OPERATION MEANT TO FLUSH OUT THE SUSPECTED PASTORAL MILITIA.",0,"",1679360328,81,c(36.9333, 0.4833)
"1810","KEN11099","2023-03-12",2023,1,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Porro","Malaso",2,"NTV (Kenya); Star (Kenya)","New media-National","SECURITY MEASURES: ON 12 MARCH 2023, THE GOVERNMENT GAVE THE RESIDENTS OF LTUNGAI CONSERVANCY, LONGEWAN, NASUUR, LOCHOKIA, AND LEKADAAR ESCARPMENTS; LOLMOLOK CAVES, PURA VALLEY, MALASO ESCARPMENT AND SUGUTA VALLEY IN SAMBURU COUNTY, A 24 HOURS ULTIMATUM TO VACATE THE AREAS (CODED AS MALASO, SAMBURU CENTRAL, SAMBURU), AHEAD OF THE SECOND PHASE OF THE SECURITY OPERATION MEANT TO FLUSH OUT THE SUSPECTED PASTORAL MILITIA.",0,"",1679360328,82,c(36.5167, 1.2333)
"1909","KEN11092","2023-03-08",2023,2,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","",6,"","",0,60,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Porro","Malaso",2,"Citizen (Kenya)","National","AROUND 8 MARCH 2023 (AS REPORTED), RESIDENTS MARCHED IN THE LOSUK LOCATION, MALASO DIVISION SAMBURU WEST CONSTITUENCY (CODED AS MALASO, SAMBURU CENTRAL, SAMBURU), AGAINST THE DETERIORATING SECURITY SITUATION CAUSED BY SUSPECTED ETHNIC PASTORAL MILITIAS. THE GROUP DEMANDED THE GOVERNMENT ADDRESS THEIR GRIEVANCE",0,"crowd size=no report",1678730844,84,c(36.5167, 1.2333)
"2025","KEN11054","2023-03-04",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Suguta Marmar","Lolmolog",1,"Citizen (Kenya); Daily Nation (Kenya); Star (Kenya)","National","ON 4 MARCH 2023, TWO UNIDENTIFIED MILITIA (DESCRIBED AS BANDITS) SHOT DEAD TWO HERDERS BEFORE DRIVING AWAY WITH UNKNOWN NUMBER OF GOATS FROM THE GRAZING FIELD IN LOLMOLOK, ALSO KNOWN AS LOLMOLOG (SAMBURU CENTRAL, SAMBURU).",2,"",1678730844,86,c(36.499, 0.9381)
"2026","KEN11055","2023-03-04",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Marti",1,"Citizen (Kenya); Daily Nation (Kenya); Star (Kenya)","National","ON 4 MARCH 2023, THREE UNIDENTIFIED MILITIA (DESCRIBED AS BANDITS) SHOT DEAD TWO CHILDREN BEFORE MAKING AWAY WITH AN UNKNOWN NUMBER OF LIVESTOCK IN MARTI (SAMBURU NORTH, SAMBURU).",2,"",1678730844,87,c(36.7236, 1.4771)
"2135","KEN11038","2023-03-01",2023,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Kargi","Kargi",1,"Capital FM; Citizen (Kenya); Daily Nation (Kenya); Kenya Broadcasting Corporation; Star (Kenya)","National","ON 1 MARCH 2023, SUSPECTED SAMBURU MILITIA (DESCRIBED AS BANDITS FROM NEIGHBORING SAMBURU COUNTY) SHOT DEAD THREE HERDERS (TWO CHILDREN AND A MAN), AND INJURED ONE AT KOROLLE AREA IN KARGI (LAISAMIS, MARSABIT). THE MILITIA MADE AWAY WITH AT LEAST 1,000 GOATS AND SHEEP. POLICE LATER INTERCEPTED (UNSPECIFIED IF THERE WAS A CLASH) THE LIVESTOCK ON 2 MARCH WHILE HEADING TO THE MOYALE LIVESTOCK MARKET.",3,"",1681739330,95,c(37.5776, 2.508)
"2188","KEN11037","2023-02-27",2023,1,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","",6,"","",0,60,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Porro","Poro",1,"Citizen (Kenya); Kenya Broadcasting Corporation","National","ON 27 FEBRUARY 2023, RESIDENTS PROTESTED IN PORO (SAMBURU CENTRAL, SAMBURU) AGAINST INCREASED INSECURITY FOLLOWING THE KILLING OF A CHIEF AND TWO NATIONAL POLICE RESERVISTS BY SUSPECTED PASTORAL MILITIA (CODED SEPARATELY). THE GROUP DEMANDED THAT THE GOVERNMENT ENHANCE SECURITY IN THE AREA.",0,"crowd size=no report",1678122078,99,c(36.5629, 1.2061)
"2227","KEN11016","2023-02-26",2023,1,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","LABOR GROUP (KENYA)",1,"","",0,10,"",404,"Eastern Africa","Kenya","Lamu","Lamu West","Mkomami","Lamu",2,"Capital FM","National","SECURITY MEASURES: ON 26 FEBRUARY 2023, THE GOVERNMENT WHILE IN LAMU (LAMU WEST, LAMU) DECLARED A BAN ON THE USE OF FIREARMS BY PASTORALISTS TO HERD LIVESTOCK.",0,"",1679360211,100,c(40.902, -2.2717)
"2254","KEN11029","2023-02-25",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2022-)","",1,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",2,"Opera News (Kenya); Star (Kenya)","National","ON 25 FEBRUARY 2023, THE MILITARY BOMBED (VIA AERIAL BOMBARDMENT) AND DESTROYED PARTS OF KURKUR CAVES NEAR BARAGOI (SAMBURU NORTH, SAMBURU), AS THEY PURSUED SUSPECTED GUNMEN WHO WERE ON THE RUN WITH STOLEN ANIMALS. AT LEAST 10 KILLED.",10,"",1681225749,101,c(36.7833, 1.7833)
"2285","KEN11044","2023-02-24",2023,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2022-) NATIONAL POLICE RESERVISTS","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",3,"Citizen (Kenya); Kenya Broadcasting Corporation; NTV (Kenya); Star (Kenya); TUKO; Twitter","New media-National","ON 24 FEBRUARY 2023, OVERNIGHT, SUSPECTED POKOT MILITIA (DESCRIBED AS BANDITS) ATTACKED LESILAMPA, LEKIRISHATI, LEMPOKO AND LENGOSEG VILLAGES AND DROVE AWAY WITH SEVEN CATTLE (OTHER SOURCES MENTION UNKNOWN NUMBER) IN LKEK -SABUKI AREA OF SAMBURU COUNTY (CODED TO COUNTY HEADQUARTERS AS MARALAL, SAMBURU CENTRAL, SAMBURU). A GUN BATTLE ENSUED AS THE JOINT SECURITY PERSONNEL (CODED POLICE) ATTEMPTED TO RECOVER THE ANIMALS. A CHIEF, TWO POLICE RESERVISTS AND SEVERAL MILITIA AND ONE COW WERE KILLED. THREE CIVILIANS, SEVERAL SECURITY OFFICERS WERE INJURED, AND HUNDREDS OF RESIDENTS DISPLACED. UNKNOWN FATALITIES CODED AS 3.",6,"",1681739330,103,c(36.698, 1.0968)
"2291","KEN10995","2023-02-23",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Citizen (Kenya)","National","ON 23 FEBRUARY 2023, UNIDENTIFIED MILITIA (DESCRIBED AS BANDITS) ATTACKED LOBORNGARE [CODED TO COUNTY HEADQUARTER AS MARALAL, SAMBURU CENTRAL, SAMBURU], BEFORE MAKING AWAY WITH 47 GOATS. FATALITIES UNKNOWN.",0,"",1677528688,105,c(36.698, 1.0968)
"2310","KEN11365","2023-02-23",2023,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2022-) NATIONAL POLICE RESERVISTS","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Loosuk","Pura",2,"Daily Nation (Kenya)","National","ON 23 FEBRUARY 2023, UNIDENTIFIED MILITIA (DESCRIBED AS BANDITS) ATTACKED THREE HOMES AND MADE AWAY WITH UNKNOWN NUMBER OF LIVESTOCK IN TINGA NEAR PURA (SAMBURU CENTRAL, SAMBURU). THE NATIONAL POLICE RESERVISTS INTERCEPTED THE MILITIA (PRESUMED ARMED CLASH) AND RECOVERED THE ANIMALS. CASUALTIES UNKNOWN.",0,"",1681739330,107,c(36.5278, 1.13)
"2414","KEN10980","2023-02-19",2023,1,"Demonstrations","Riots","Violent demonstration","RIOTERS (KENYA)","",5,"","",0,50,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"Citizen (Kenya); Star (Kenya)","National","ON 19 FEBRUARY 2023, RESIDENTS BARRICADED THE TAQWA MOSQUE TO ISIOLO TOWN ROAD WITH STONES, AND LIT BONFIRES IN THE CENTRAL BUSINESSES DISTRICT OF ISIOLO TOWN (ISIOLO, ISIOLO), IN A DEMONSTRATION AGAINST THE KILLING OF 2 HERDERS AND NATIONAL POLICE RESERVISTS BY ARMED MILITIA [CODED SEPARATELY]. THE GROUP DEMANDED THE GOVERNMENT INCREASE SECURITY IN THE AREA.",0,"crowd size=no report",1677528688,112,c(37.5822, 0.3546)
"2427","KEN10947","2023-02-19",2023,1,"Strategic developments","Strategic developments","Other","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2022-)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Daily Nation (Kenya); NTV (Kenya); Star (Kenya)","New media-National","OTHER: ON 19 FEBRUARY 2023, SUSPECTED SAMBURU MILITIA SURRENDERED 15 FIREARMS TO THE POLICE AT KIRISIA AREA AND FIVE FROM LMARMAROI AREA [CODED TO COUNTY HEADQUARTERS AS MARALAL, SAMBURU CENTRAL, SAMBURU], FOLLOWING THE GOVERNMENT ARMS AMNESTY.",0,"",1679360211,113,c(36.698, 1.0968)
"2440","KEN10944","2023-02-18",2023,2,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Burat","Loruko",1,"Daily Nation (Kenya); Star (Kenya)","National","AROUND 18 FEBRUARY 2023 (AS REPORTED), SUSPECTED SAMBURU MILITIA (BELIEVED TO HAVE COME FROM NEIGHBORING SAMBURU COUNTY) ATTACKED AND KILLED TWO PEOPLE IN LORUKO (ISIOLO, ISIOLO), OVER UNCLEAR REASONS.",2,"",1677528687,114,c(37.5209, 0.5622)
"2464","KEN10945","2023-02-18",2023,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2022-) NATIONAL POLICE RESERVISTS","",1,14,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Mulango",1,"Daily Nation (Kenya); K24; NTV (Kenya); Star (Kenya)","New media-National","ON 18 FEBRUARY 2023, SUSPECTED SAMBURU MILITIA (BELIEVED TO HAVE COME FROM NEIGHBORING SAMBURU COUNTY), AMBUSHED TWO HERDERS AND SHOT THEM DEAD BEFORE CLASHING AND KILLING A POLICE RESERVIST WHO TRIED TO REPULSE THEM IN MLANGO (CODED AS MULANGO, ISIOLO, ISIOLO). THE MILITIA MADE AWAY WITH THE DECEASED'S FIREARM AND 200 CAMELS.",3,"",1681739330,117,c(37.5601, 0.3375)
"2477","KEN10943","2023-02-17",2023,1,"Political violence","Violence against civilians","Attack","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Porro","Malaso",2,"Citizen (Kenya); KTN News (Kenya); TUKO","National","ON 17 FEBRUARY 2023, SUSPECTED ARMED POKOT MILITIA SHOT DEAD 3 PEOPLE BEFORE MAKING AWAY WITH OVER 30 GOATS FROM NDIKIR VILLAGE, NEAR MALASO (SAMBURU CENTRAL, SAMBURU).",3,"",1677528687,118,c(36.5167, 1.2333)
"2553","KEN11214","2023-02-15",2023,3,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Suguta Marmar","Lolmolog",1,"Citizen (Kenya)","National","SECURITY MEASURES: AROUND 15 FEBRUARY 2023 (MONTH OF), THE GOVERNMENT CLOSED DOWN THE LOLMOLOG LIVESTOCK MARKET (SAMBURU CENTRAL, SAMBURU) FOLLOWING INCREASED CASES OF LIVESTOCK THEFT BY PASTORAL MILITIA.",0,"",1679931186,122,c(36.499, 0.9381)
"2581","KEN10973","2023-02-14",2023,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2022-) NATIONAL POLICE RESERVISTS","",1,14,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",2,"Star (Kenya)","National","ON 14 FEBRUARY 2023, UNIDENTIFIED MILITIA (DESCRIBED AS CATTLE RUSTLERS), CLASHED WITH THE NATIONAL POLICE RESERVISTS AT NDONYO KINYUA AREA OF ISIOLO (ISIOLO, ISIOLO), WHILE DRIVING AWAY STOLEN CAMELS. THE MILITIA WERE REPULSED TO UNKNOWN DESTINATION. ABOUT 100 CAMELS WERE RECOVERED AND NO INJURIES SUSTAINED.",0,"",1679360211,124,c(37.5822, 0.3546)
"2616","KEN10919","2023-02-13",2023,1,"Strategic developments","Strategic developments","Change to group/activity","GOVERNMENT OF KENYA (2022-)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"Daily Nation (Kenya); Star (Kenya)","National","SECURITY MEASURES: ON 13 FEBRUARY 2023, THE GOVERNMENT DECLARED A 30-DAY DUSK-TO-DAWN CURFEW IN LOROKI AND KIRISIA DIVISIONS [CODED AS MARALAL, SAMBURU CENTRAL SAMBURU]. THIS IS FOLLOWING A RECENT SPATE OF INSECURITY IN THE DIVISIONS, ORCHESTRATED BY SUSPECTED ETHNIC PASTORAL MILITIAS.",0,"",1679360211,125,c(36.698, 1.0968)
"2823","KEN10941","2023-02-06",2023,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu East","Waso","Archers Post",2,"Kenya Standard","National","ON 6 FEBRUARY 2023, SUSPECTED SAMBURU MILITIA CLASHED WITH UNIDENTIFIED MILITIA (DESCRIBED AS ISIOLO HERDERS) AT LOWAN KICHU NEAR ARCHERS POST (SAMBURU EAST, SAMBURU), OVER GRAZING LAND AND LIVESTOCK WATERING HOLES. ONE PERSON WAS KILLED, AND FIVE OTHERS INJURED DURING THE INCIDENT.",1,"",1677528687,129,c(37.6752, 0.644)
"3003","KEN9983","2023-01-30",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Loosuk","Pura",1,"Daily Nation (Kenya)","National","ON 30 JANUARY 2023, UNIDENTIFIED MILITIA (DESCRIBED AS BANDITS) SHOT DEAD TWO PEOPLE BEFORE MAKING AWAY WITH 30 CATTLE IN PURA (SAMBURU CENTRAL, SAMBURU).",2,"",1675698502,136,c(36.5278, 1.13)
"3051","KEN9972","2023-01-28",2023,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Mulango",1,"Daily Nation (Kenya); KTN News (Kenya)","National","ON 28 JANUARY 2023, SUSPECTED SAMBURU MILITIA (DESCRIBED AS CATTLE RUSTLERS FROM SAMBURU COUNTY) ATTACKED AND KILLED TWO PEOPLE, WHILE ANOTHER WAS INJURED IN MLANGO [CODED AS MULANGO, ISIOLO, ISIOLO]. THE MOTIVE WAS DUE TO A RETALIATORY ATTACK.",2,"",1675698502,137,c(37.5601, 0.3375)
"3088","KEN9938","2023-01-27",2023,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"TURKANA ETHNIC MILITIA (KENYA)","BORANA ETHNIC MILITIA (ETHIOPIA); SOMALI ETHNIC MILITIA (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Mulango",1,"Daily Nation (Kenya)","National","ON 27 JANUARY 2023, SUSPECTED SAMBURU MILITIA (DESCRIBED AS CATTLE RUSTLERS FROM SAMBURU COUNTY) ATTEMPTED TO RAID A GRAZING RESERVE FOR LOCAL TURKANA, BORANA, AND SOMALI COMMUNITIES IN MLANGO [CODED AS MULANGO, ISIOLO, ISIOLO]. TWO SUSPECTS WERE SHOT DEAD DURING THE INCIDENT.",2,"",1676323321,138,c(37.5601, 0.3375)
"3254","KEN9908","2023-01-22",2023,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2022-) NATIONAL POLICE RESERVISTS","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Suguta Marmar","Lolmolog",1,"Star (Kenya)","National","ON 22 JANUARY 2023, GUNMEN DESCRIBED AS 'BANDITS' RAIDED AND MADE AWAY WITH 150 GOATS IN LOLMOLOG VILLAGE (SAMBURU CENTRAL, SAMBURU). A POLICE RESERVIST CONFRONTED THE GUNMEN, WHO MANAGED TO FLEE AND LEAVE THE ANIMALS. HOWEVER, THE RESERVIST SUSTAINED GUNSHOT WOUNDS.",0,"",1679360218,141,c(36.499, 0.9381)
"3264","KEN9933","2023-01-21",2023,2,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","Maikona","Sabarei",1,"Star (Kenya)","National","AROUND 21 JANUARY 2023 (WEEKEND OF), UNKNOWN GUNMEN SHOT AND KILLED A MAN BEFORE MAKING AWAY WITH 35 ANIMALS IN SABAREI (NORTH HORR, MARSABIT). POLICE CONFRONTED (NO FURTHER INFORMATION) THE GUNMEN AND RECOVERED ALL THE ANIMALS.",1,"",1675108245,144,c(37.5, 3)
"3278","KEN9882","2023-01-20",2023,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-) KENYA WILDLIFE SERVICE RANGERS","",1,14,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Daily Nation (Kenya); Star (Kenya)","National","ON 20 JANUARY 2023, UNIDENTIFIED MILITIA (DESCRIBED AS CATTLE RUSLERS) CLASHED WITH KENYA WILDLIFE SERVICE (KWS) RANGERS AT BAKULI DAM NEAR MARSABIT FOREST [CODED AS MARSABIT, SAKU, MARSABIT]. ONE MILITIA WAS INJURED AND ESCAPED WITH GUNSHOT WOUNDS.",0,"",1674487330,145,c(37.983, 2.333)
"3279","KEN9883","2023-01-20",2023,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Daily Nation (Kenya); Star (Kenya)","National","ON 20 JANUARY 2023, UNIDENTIFIED MILITIA ATTACKED AND KILLED A HERDER AT MARSABIT CATHOLIC SHRINE AREA IN SAKU SUB-COUNTY [CODED AS MARSABIT, SAKU, MARSABIT], BEFORE MAKING AWAY WITH AN UNKNOWN NUMBER OF CATTLE AND GOATS.",1,"",1674487330,146,c(37.983, 2.333)
"3359","KEN9880","2023-01-17",2023,2,"Political violence","Battles","Armed clash","ISIOLO COMMUNAL MILITIA (KENYA)","",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Garissa","Lagdera","Benane","Benane",1,"Star (Kenya)","National","AROUND 17 JANUARY 2023 (AS REPORTED), UNIDENTIFIED ARMED MILITIA [DESCRIBED AS ARMED BANDITS AND COMING FROM THE ISIOLO BORDER] ATTACKED BANANE [CODED AS BENANE, LAGDERA, GARISSA] AND MADE AWAY WITH 70 CAMELS. THE OWNERS OF THE CAMLES AND COMMUNITY MEMBERS PURSUED THE ATTACKERS. A GUN FIGHT ENSUED, LEADING TO ONE PERSON SHOT DEAD AND 10 CAMELS KILLED DURING THE INCIDENT. THE REST OF THE CAMELS WERE RECOVERED.",1,"",1674487330,149,c(38.6667, 0.5)
"3487","KEN9878","2023-01-13",2023,2,"Strategic developments","Strategic developments","Looting/property destruction","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"",404,"Eastern Africa","Kenya","Laikipia","Laikipia North","Sosian","Luoniek",1,"Citizen (Kenya); Kenya Broadcasting Corporation; Star (Kenya)","National","LOOTING: AROUND 13 JANUARY 2023 (AS REPORTED), UNKNOWN ARMED ASSAILANTS (DESCRIBED AS BANDITS) MADE AWAY WITH 9 COWS AND 18 GOATS FROM A HOMESTEAD IN LONIEK ALSO KNOWN AS LUONIEK (LAIKIPIA NORTH, LAIKIPIA).",0,"",1674487330,157,c(36.6211, 0.7639)
